County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Weight.actual.estimate,Necropsied.Flag,Necropsy.Limited.Flag,Necropy.Carcass.Fresh.Frozen,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Additional.Identifiers,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Clallam,NW-2005-1044535,05-CM-047,05NWR05012,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,USFWS,USFWS,NW,Dungeness Spit NWR,WA,Strait of Juan de Fuca,NA,NA,NA,NA,NA,NA,NA,N,N,2005-MAY-20,2005,MAY,20,Beach or Land,NA,Fresh Dead,N,2005-MAY-21,2005,MAY,21,Fresh Dead,N,Male,Subadult,132,cm,actual,80,lb,estimate,Y,NA,NA,2005-JUN-02,2005,JUN,2,Raverty and Norman,NA,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2011-1137445,MKH2011-016,11NWR07080,"Porpoise, harbor",Phocoena,phocoena,Validated,Adrianne Akmajian,Makah Fisheries Management,Makah Fisheries Management,NW,Ozette,WA,Pacific Ocean,Offshore of Sand Point,48.1181,dd.dddd,NA,-124.76,NA,GPS,N,CBD,2011-JUL-22,2011,JUL,22,Floating,NA,Advanced Decomposition,N,2011-JUL-22,2011,JUL,22,Advanced Decomposition,N,Female,Adult,160,cm,Estimated,NA,NA,NA,Y,Limited,Fresh,2011-JUL-25,2011,JUL,25,MFM,"Found floating offshore of Sand Point on way back from outer coast survey. Full-term fetus partially hanging out of adult - tail first. JS cut genital opening to expose fetus, still attached to placenta so collected placenta and umbilical cord for testing. No other tissues sampled, both carcasses left floating at site.",NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,0.571716358,0.02334159,-124.76,48.1181
Clallam,NW-2017-1200565,MKH2017-019,17NWR08080,unidentified cetacean,NA,NA,Ready for Regional Validation,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Strait of Juan de Fuca,Near Tatoosh Island,48.3981,dd.dddd,estimate,-124.7708,estimate,GPS,N,CBD,2017-AUG-28,2017,AUG,28,Floating,NA,NA,Y,2017-AUG-28,2017,AUG,28,NA,N,Unid,Unid,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Response to a call of a ""dead floating killer whale"" No photos were taken, no coordinates were recored nor a time of sighting. Animal was reported to be near Tatoosh Island, east of bouy and drifting west with the current but seemed uncertain. Reporter sa",NA,NA,Unidentified,Inland_WA,48.14144159,-124.1882836,0.582516358,-0.25665841,-124.7708,48.3981
Clallam,NW-2006-1058417,OLYM-2006-05,06NWR050035,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Public,Olympic National Park,Olympic National Park,NW,Olympic National Park,WA,NA,just N of Tskawahyah Island on the Ozette Reservation,NA,NA,NA,NA,NA,NA,N,CBD,2006-MAY-14,2006,MAY,14,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,48,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"reported by park visitor; reported as ""baby killer whale""; white on bottom; black on back; 4-5 ft. long; teeth all the way around; horizontal tail fin; freshly washed up, but being eaten by eagles (small hole developing)",NA,Dalls porpoise,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2001-1027142,ErPJG20011,NMFSNW-4701,"Whale, gray",Eschrichtius,robustus,Validated,P. Gearin,NA,MFS/NMML,NW,Olympic NP,WA,NA,near Yellow Banks,NA,NA,NA,NA,NA,NA,NA,N,2001-JUN-10,2001,JUN,10,NA,NA,Alive,N,2001-OCT-13,2001,OCT,13,Moderate Decomposition,N,Unid,Unid,823,cm,actual,NA,kg,Y,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,Gray whale,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2009-1098669,MKH-Er-09-2,09NWR06008,"Whale, gray",Eschrichtius,robustus,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Pacific Ocean,Off shore jetty/ mid jetty,48.3801,decimal degrees,estimate,-124.61,estimate,Internet,N,Y,2009-JUN-24,2009,JUN,24,NA,NA,Alive,N,NA,NA,NA,NA,Alive,N,Unid,Unid,240,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,Additional remarks attached to Level-A hard copy at NMML,NA,Gray whale,Inland_WA,48.14144159,-124.1882836,0.421716358,-0.23865841,-124.61,48.3801
Clallam,NW-2017-1195781,CRC-1583,17NWR04033,Unidentified Dolphin/Porpoise,NA,NA,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ozette,WA,Pacific Ocean,"300m south of sand point, Ozette",48.125,decimal degrees,estimate,-125,estimate,NA,N,Y,2017-APR-01,2017,APR,1,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Unid,Unid,183,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,no response due to location and condition,NA,Unidentified,Inland_WA,48.14144159,-124.1882836,0.811716358,0.01644159,-125,48.125
Clallam,MKH2012-012,MKH2012-012,NA,"Porpoise, harbor",Phocoena,phocoena,NA,NA,NA,NA,NA,NA,WA,NA,NA,48.1418,NA,NA,-123.44,NA,NA,NA,N,5/14/12,2012,MAY,NA,NA,NA,Dead,NA,NA,NA,NA,NA,NA,NA,Male,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,NA,48.14144159,-124.1882836,-0.748283642,-0.00035841,-123.44,48.1418
Clallam,NW-2014-1159485,CRC-1447,14NWR09009,"Whale, unidentified baleen",unidentified,unidentified,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Olympic National Park,WA,Pacific Ocean,South of Point of Arches,48.2402,dd.dddd,actual,-124.7049,actual,GPS,N,CBD,2014-SEP-01,2014,SEP,1,Beach or Land,NA,Mummified/Skeletal,Y,NA,NA,NA,NA,Mummified/Skeletal,N,Unid,Subadult,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,Bones and some blubber remaining.,NA,Unidentified,Inland_WA,48.14144159,-124.1882836,0.516616358,-0.09875841,-124.7049,48.2402
Clallam,NW-2003-1000776,DNG-03-002,03NWR05003,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,USFWS,USFWS,NW,Sequim,WA,Strait of Juan de Fuca,1 mile S of Dungeness Spit,NA,NA,NA,NA,NA,NA,NA,CBD,2003-MAY-04,2003,MAY,4,Beach or Land,NA,Moderate Decomposition,N,2003-MAY-08,2003,MAY,8,Moderate Decomposition,N,Female,Adult,200,cm,estimate,NA,kg,actual,N,NA,NA,NA,NA,NA,NA,NA,"head only was CT scanned 7/20/03, but not necropsied",NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2003-1000784,OCNMS03Pp02,03NWR05011,"Porpoise, harbor",Phocoena,phocoena,Validated,M. Brancato,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,Port Angeles,WA,Strait of Juan de Fuca,Ediz Hook,NA,NA,NA,NA,NA,NA,NA,N,2003-MAY-16,2003,MAY,16,Beach or Land,NA,Fresh Dead,N,2003-MAY-16,2003,MAY,16,Fresh Dead,N,Female,Adult,136.5,cm,actual,37,kg,actual,Y,NA,NA,2003-JUL-23,2003,JUL,23,"Raverty, Gaydos, Norman, Fleetwood",CT scanned on 7/20/03,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2016-1193361,MKH2016-016,16NWR09071,"Porpoise, harbor",Phocoena,phocoena,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Pacific Ocean,Hobuck Beach,48.3403,dd.dddd,estimate,-125,estimate,Internet/Software,N,CBD,2016-SEP-05,2016,SEP,5,Beach or Land,NA,Moderate Decomposition,Y,2016-SEP-05,2016,SEP,5,NA,N,Unid,Unid,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,Nothing recorded,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,0.811716358,-0.19885841,-125,48.3403
Clallam,NW-2010-1128094,10-CM-019,10NWR08095,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Agency Biologist,Dungeness National Wildlife Refuge,Dungeness National Wildlife Refuge,NW,Seqium,WA,Pacific Ocean,"Straight of Juan de Fuca, Dungeness Spt",48.158372,decimal degrees,estimate,-123.172953,estimate,Internet,N,CBD,2010-AUG-04,2010,AUG,4,Beach or Land,NA,Condition Unknown,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,in,estimate,0,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,Was reported to NOAA by the Dungeness Wildlife Refuge - I asked for more information about the carcass to see if we could collect it for necropsy and for Level A data - carcass was gone when they went back out to locate it.,NA,Dalls porpoise,Inland_WA,48.14144159,-124.1882836,-1.015330642,-0.01693041,-123.172953,48.158372
Clallam,NW-2013-1151214,CRC-1253,13NWR05036,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Sequim,WA,Strait of Juan de Fuca,about 1/2 mile out on Dungeness Spit,48.154,dd.dddd,estimate,-123.1789,estimate,Internet/Software,N,CBD,2013-MAY-07,2013,MAY,7,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Male,Subadult,36,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,RP had to leave area and was not sure if animal was still there after high tide. No response due to travel distance and uncertainty of animal presence,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,-1.009383642,-0.01255841,-123.1789,48.154
Clallam,NW-2004-1031290,OCNMS003-2004,04NWR06008,"Dolphin, bottlenose",Tursiops,truncatus,Validated,Mary Sue Brancato,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,Sequim,WA,Strait of Juan de Fuca,East Sequim Bay,NA,NA,NA,NA,NA,NA,NA,N,2004-JUN-14,2004,JUN,14,Beach or Land,NA,Fresh Dead,N,2004-JUN-15,2004,JUN,15,Fresh Dead,N,Female,Subadult,251.2,cm,actual,450,lb,estimate,Y,NA,NA,2004-JUL-02,2004,JUL,2,"Norman,Bowlby,Sanguinetti",NA,NA,Bottlenose dolphin,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2012-1143813,12-CL-003,12NWR05073,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,USFWS,USFWS,NW,Sequim,WA,Pacific Ocean,"Straight of Juan de Fuca, 200 yards west of the 1/2 mile marker on Dungeness National Wildlife Refuge",48.15007,decimal degrees,actual,-123.18311,actual,GPS,N,CBD,2012-MAY-16,2012,MAY,16,Beach or Land,NA,Moderate Decomposition,N,2012-MAY-16,2012,MAY,16,Moderate Decomposition,N,Unid,Adult,160,cm,actual,125,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,Significant scavenger damage on right hand side of body. Left at the site.,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,-1.005173642,-0.00862841,-123.18311,48.15007
Clallam,NW-2015-1181395,MKH2015-03,15NWR05085,"Porpoise, harbor",Phocoena,phocoena,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Sequim,WA,Strait of Juan de Fuca,NA,48.3146,decimal degrees,actual,-123.1897,actual,GPS,N,CBD,2015-MAY-13,2015,MAY,13,Beach or Land,NA,Fresh Dead,N,2015-MAY-13,2015,MAY,13,Fresh Dead,N,Unid,Unid,130,cm,actual,NA,NA,NA,Y,complete,frozen,2015-JUL-16,2015,JUL,16,Makah Fisheries Management,"Animal was collected and was frozen for later analysis. Porpoise was necropsied with Makah summer youth interns. Scavenging from left eye, over sapula and ribs. Under left flipper. Lots of blood in abdominal cavity and congested lungs. Trachea full of f",NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,-0.998583642,-0.17315841,-123.1897,48.3146
Clallam,NW-2003-1000780,DNG-03-001,03NWR05007,"Porpoise, harbor",Phocoena,phocoena,Validated,"Other (see ""Remarks"")",USFWS,USFWS,NW,Sequim,WA,Strait of Juan de Fuca,Dungeness National Wildlife Refuge,NA,NA,NA,NA,NA,NA,NA,CBD,2003-MAY-06,2003,MAY,6,Beach or Land,NA,Fresh Dead,N,2003-MAY-06,2003,MAY,6,Fresh Dead,N,Female,Subadult,145.5,cm,actual,38.5,kg,actual,Y,NA,NA,2003-JUL-22,2003,JUL,22,"Raverty, Gaydos, Norman, Fleetwood",was CT scanned 7/20/03,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2014-1170515,CRC-1454,14NWR09069,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,La Push,WA,Pacific Ocean,"just S of Split Rock, Rialto beach",47.9394,dd.dddd,estimate,-124.6483,estimate,Internet/Software,N,CBD,2014-SEP-10,2014,SEP,10,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Male,Subadult,125,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"seen on 10-Sep, not reported to stranding network until 16-Sep. No response due to delay in reporting. Examined via photos only.",NA,Dalls porpoise,Inland_WA,48.14144159,-124.1882836,0.460016358,0.20204159,-124.6483,47.9394
Clallam,NW-2016-1189978,JdF26July1A,16NWR07032,"Porpoise, harbor",Phocoena,phocoena,Validated,Helle Andersen,Feiro Marine Life Center,Feiro Marine Life Center,NW,Port Angeles,WA,Pacific Ocean,At the mouth of Lees Creek,48.114805,decimal degrees,estimate,-123.388289,NA,Internet,N,N,2016-JUL-26,2016,JUL,26,Beach or Land,NA,Moderate Decomposition,N,2016-JUL-26,2016,JUL,26,Moderate Decomposition,N,Male,Calf,72,cm,actual,NA,kg,estimate,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,-0.799994642,0.02663659,-123.388289,48.114805
Clallam,NW-2016-1190310,JdFAug91A,16NWR08002,"Porpoise, harbor",Phocoena,phocoena,Validated,Helle Andersen,Feiro Marine Life Center,Feiro Marine Life Center,NW,Port Angeles,WA,Pacific Ocean,Next to the hanger building at the Coast Guard Station,48.139638,decimal degrees,estimate,-123.408635,NA,Map,N,N,2016-AUG-10,2016,AUG,10,NA,NA,Moderate Decomposition,N,2016-AUG-10,2016,AUG,10,Moderate Decomposition,N,Male,Calf,33,in,actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,-0.779648642,0.00180359,-123.408635,48.139638
Clallam,NW-2016-1193369,MKH2016-024,16NWR10041,"Porpoise, harbor",Phocoena,phocoena,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Pacific Ocean,Hobuck Beach,48.3291,dd.dddd,estimate,-125,estimate,Internet/Software,N,CBD,2016-OCT-10,2016,OCT,10,Beach or Land,NA,Advanced Decomposition,N,2016-OCT-11,2016,OCT,11,Advanced Decomposition,N,Unid,Adult,160,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,0.811716358,-0.18765841,-125,48.3291
Clallam,MKH2018-002,MKH2018-002,MKH2018-002,"Unidentified Small Cetacean, Porpoise or Dolphin",NA,NA,NA,Maria Roberts,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Pacific Ocean,Hobuck Beach,48.3403,Estimate,NA,-124.67,Estimate,Internet,NA,CBD,2018-FEB-8,2018,FEB,8,NA,NA,NA,NA,2018-FEB-8,2018,FEB,8,NA,N,N,Unid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified,Inland_WA,48.14144159,-124.1882836,0.481716358,-0.19885841,-124.67,48.3403
Clallam,NW-2012-1176917,JDF26JULY12A,12NWR07119,"Porpoise, harbor",Phocoena,phocoena,Validated,Bob Campbell,Feiro Marine Life Center,Feiro Marine Life Center,NW,NA,WA,Pacific Ocean,Ediz Hook outer side,48.142222,decimal degrees,actual,-123.435556,actual,GPS,N,N,2012-JUL-26,2012,JUL,26,Beach or Land,NA,Fresh Dead,N,2012-JUL-26,2012,JUL,26,Fresh Dead,N,Unid,Calf,32.5,in,actual,17,lb,actual,N,NA,NA,NA,NA,NA,NA,NA,No obvious physical damage except for small puncture holes anterior of dorsal fin. Looks like marks possible made by birds. Small amount of blood near head. Fecal matter - liquid (dark) from anus. No notes available regarding further examination of the frozen carcass.,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,-0.752727642,-0.00078041,-123.435556,48.142222
Clallam,NW-2000-1023709,MBHPp20001,NMFSNW-1505,"Porpoise, harbor",Phocoena,phocoena,Validated,Park Ranger,NA,Fay Bainbridge State Park,NW,Rialto Beach,WA,NA,1/3 mile N of Hole in the Wall,NA,NA,NA,-124.4,NA,NA,NA,N,2000-AUG-12,2000,AUG,12,NA,NA,Fresh Dead,N,2000-AUG-19,2000,AUG,19,Advanced Decomposition,N,Male,Unid,116,cm,actual,NA,kg,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,0.211716358,NA,-124.4,48.14144159
Clallam,NW-2001-1025951,Dng-01-004,NMFSNW-3556,"Porpoise, harbor",Phocoena,phocoena,Validated,NMML,NA,Unknown,NW,Sequim,WA,NA,4-mile marker; Strait side; Dungeness Spit,NA,NA,NA,NA,NA,NA,NA,N,2001-MAY-13,2001,MAY,13,NA,NA,Fresh Dead,N,2001-MAY-14,2001,MAY,14,Moderate Decomposition,N,Female,Unid,1010,cm,actual,NA,kg,Y,NA,NA,NA,NA,Unknown,call taken & form completed by Pam Sanguinetti - USFWS agent,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2001-1026274,NW-3877,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,NMML,NA,Unknown,NW,Port Angeles,WA,NA,NE end of Eding Hook; USCG station,NA,NA,NA,NA,NA,NA,NA,N,2001-MAY-17,2001,MAY,17,NA,NA,Fresh Dead,N,2001-MAY-17,2001,MAY,17,Moderate Decomposition,N,Male,Unid,135,cm,actual,90,lb,Y,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2005-1046497,Pd-NPP-05-01,05NWR01012,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Agency Biologist,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Strait of Juan de Fuca,Sooes Beach,48.18,decimal minutes,actual,-124.4,actual,GPS,N,N,2005-JAN-21,2005,JAN,21,Beach or Land,NA,Fresh Dead,N,2005-JAN-21,2005,JAN,21,Fresh Dead,N,Male,Adult,176,cm,actual,NA,NA,NA,Y,NA,NA,2005-JAN-21,2005,JAN,21,"Pamplin, N.",no obvious external trauma,NA,Dalls porpoise,Inland_WA,48.14144159,-124.1882836,0.211716358,-0.03855841,-124.4,48.18
Clallam,NW-2009-1098691,MKH-Pp-09-2,09NWR08027,"Porpoise, harbor",Phocoena,phocoena,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Pacific Ocean,Hobuck Beach,48.5595,decimal degrees,actual,-124.11,actual,GPS,N,N,2009-AUG-14,2009,AUG,14,NA,NA,Fresh Dead,N,2009-AUG-14,2009,AUG,14,Fresh Dead,N,Male,Calf,95,cm,estimate,NA,NA,NA,Y,NA,fresh,2009-AUG-14,2009,AUG,14,John Scordino,No additional remarks,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,-0.078283642,-0.41805841,-124.11,48.5595
Clallam,NW-2002-1027215,CRC-480,CRC480,"Whale, killer",Orcinus,orca,Validated,Cascadia Research,NA,Unknown,NW,Dungeness Spit,WA,NA,Graveyard Spit,NA,NA,NA,NA,NA,NA,NA,N,2002-JAN-02,2002,JAN,2,NA,NA,Fresh Dead,N,2002-JAN-02,2002,JAN,2,Fresh Dead,N,Female,Unid,671,cm,actual,NA,kg,actual,Y,NA,NA,NA,NA,NA,NA,Unknown,also known as CA-189; stranded along with CA-188 (see SID # 4770),4769,Killer whale,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2015-1181407,MKH2015-08,15NWR07112,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Pacific Ocean,Wa'atch point,48.3415,dd.dddd,estimate,-124.6806,estimate,Internet/Software,N,N,2015-JUL-22,2015,JUL,22,Beach or Land,NA,Fresh Dead,N,2015-JUL-24,2015,JUL,24,Fresh Dead,N,Female,Unid,202,cm,actual,NA,NA,NA,Y,complete,fresh,2015-JUL-24,2015,JUL,24,Makah Fisheries Management,"During examination noted heavy scavenging. Skull cracked in area of scavenging. Scavenging from left eye to left scapula. Small bite marks, reported coyote pups scavenging from carcass. May have been a shark bite initally. In necropsy noted Discoloration",NA,Dalls porpoise,Inland_WA,48.14144159,-124.1882836,0.492316358,-0.20005841,-124.6806,48.3415
Clallam,NW-2015-1176974,JDF08MAY15A,15NWR05076,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,Feiro Marine Life Center,Feiro Marine Life Center,NW,Port Angeles,WA,Pacific Ocean,Crescent Beach (RV Park) Salt Creek,48.160108,decimal degrees,estimate,-123.71155,estimate,Internet,N,CBD,2015-MAY-08,2015,MAY,8,Beach or Land,NA,Fresh Dead,N,2015-MAY-08,2015,MAY,8,Fresh Dead,N,Unid,Unid,35,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Kristin at MMSN was informed about this stranding May 8th, 2015",NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,-0.476733642,-0.01866641,-123.71155,48.160108
Clallam,NW-2011-1137449,JDF-072511-A,11NWR07084,"Porpoise, harbor",Phocoena,phocoena,Validated,Rich Osborne,Juan De Fuca MMSN,Juan De Fuca MMSN,NW,Joyce,WA,Strait of Juan de Fuca,East end of Whiskey Creek Beach,48.1549,dd.dddd,NA,-123.7671,NA,GPS,N,N,2011-JUL-25,2011,JUL,25,Beach or Land,NA,Fresh Dead,N,2011-JUL-25,2011,JUL,25,Fresh Dead,N,Female,Calf,82,cm,Actual,8,kh,Actual,Y,Complete,Fresh,2011-JUL-26,2011,JUL,26,MFM,"Reported dead on Whiskey Creek Beach 7/25/11, picked up by Rich Osborne, AA picked up for transfer to MFM for necropsy.",MKH2011-019,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,-0.421183642,-0.01345841,-123.7671,48.1549
Clallam,NW-2015-1181472,MKH2015-04,15NWR05086,"Porpoise, harbor",Phocoena,phocoena,Validated,Josh Monette,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Strait of Juan de Fuca,Shipwreck point,48.3171,decimal degrees,estimate,-124.45,estimate,NA,N,CBD,2015-MAY-24,2015,MAY,24,Beach or Land,NA,Moderate Decomposition,N,2015-MAY-25,2015,MAY,25,Advanced Decomposition,N,Unid,Adult,167,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,0.261716358,-0.17565841,-124.45,48.3171
Clallam,NW-2003-1000650,CRC-487,03NWR01001,"Whale, Bairds beaked",Berardius,bairdii,Validated,Stephen Raverty,NOAA Fisheries,NOAA Fisheries,NW,La Push,WA,Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,N,Y,2003-JAN-30,2003,JAN,30,NA,NA,Moderate Decomposition,N,2003-JAN-31,2003,JAN,31,Moderate Decomposition,N,Female,Adult,1177,cm,actual,NA,kg,estimate,Y,NA,NA,2003-JAN-31,2003,JAN,31,"Raverty, Stephen and Balcom, Ken",Jim Thompson cataloged the skull into the NMML Osteological Collection and assigned NMML1845 to the specimen as of 10/27/06.,NA,Bairds beaked whale,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2005-1044737,MBHPp6405,05NWR06002,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,citizen caller,Quileute Tribe,NW,LaPush,WA,Pacific Ocean,1st Beach,NA,NA,NA,NA,NA,NA,N,CBD,2005-MAY-30,2005,MAY,30,Beach or Land,NA,Moderate Decomposition,N,2005-JUN-04,2005,JUN,4,Moderate Decomposition,N,Male,Adult,57,in,estimate,NA,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,NA,NA,-124.1882836,48.14144159
Clallam,NW-2018-1208263,WDFW2018-127,18NWR08169,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,Washington Department of Fish and Wildlife,Washington Department of Fish and Wildlife,NW,Dungeness,WA,NA,Dungeness Spit 1/4 miles outside,48.1739,decimal degrees,estimate,-123.15,estimate,Internet,NA,CBD,2018-AUG-07,2018,AUG,7,Beach or Land,NA,Fresh Dead,Y,2018-AUG-08,2018,AUG,8,Fresh Dead,NA,Male,Calf,80,cm,actual,8.3,kg,Y,NA,NA,NA,NA,WDFW/MMI,"Two P.p. calves reported dead on dungeness spit. Collected, this one was not able to find. Active fishing in area. Reported saw boat with nets out the day before the porposioe where reported. Umbilicus still attached, red froth coming out of blowhole, abrasion left side of rostrum and right eye, skin wrinkled and shrunken, peanut head, no teeth.. .",NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,-1.038283642,-0.03245841,-123.15,48.1739
Clallam,NW-2011-1131027,CRC-1152,11NWR04009,"Porpoise, harbor",Phocoena,phocoena,Validated,NA,Cascadia Research,Cascadia Research,NW,Forks,WA,Pacific Ocean,"Just S of Toleak Point, 3rd Beach",47.8333,dd.dddd,NA,-124.5325,NA,Internet/Software,N,CBD,2011-APR-28,2011,APR,28,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Unid,Adult,175,cm,Estimated,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"RP is former Cascadia employee, familiar with local marine mammals. No photos available.",CRC-1152,Harbor porpoise,Inland_WA,48.14144159,-124.1882836,0.344216358,0.30814159,-124.5325,47.8333
