County,National.Database.Number,Field.Number,HI,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,Country,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Obs.Date.estimate.explaination,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Clallam,NW-2003-1001199,03-CM-074,,03NWR07008,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Park Ranger,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,United States,Mora,WA,Pacific Ocean,"N of Cape Johnson, just S of Saddle Rock",47.97867,dd.dddd,NA,-124.6735,dd.dddd,NA,NA,NA,CBD,2003-JUL-20,2003,JUL,20,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,NA,Unid,Unid,0,cm,actual,NA,kg,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Grays Harbor,NW-2003-1028454,03-GH-159,,03NWR05034,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,United States,Ocean City,WA,Pacific Ocean,NA,47.05927,dd.dddd,NA,-124.1765,dd.dddd,NA,NA,NA,CBD,2003-MAY-12,2003,MAY,12,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,in,estimate,NA,NA,NA,NA,NA,NA,NA,carcass washed out before could be collected,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,NA,NA,-1.24E+14,4.71E+14
Grays Harbor,NW-2003-1001476,03-GH-125,,03NWR08033,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,citizen caller,citizen caller,NW,United States,Grayland,WA,Pacific Ocean,NA,46.79081,dd.dddd,N,-124.1030,dd.dddd,N,NA,NA,N,2003-AUG-29,2003,AUG,29,Beach or Land,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,42,in,estimate,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,NA,NA,-1.24E+14,4.71E+14
Island,NW-2003-1000819,WIE051703SB,,03NWR05019,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,"WSU Island County Beachwatchers,",NAS Whidbey,NAS Whidbey,NW,United States,Whidbey Island,WA,Puget Sound,Lagoon Point,48.08040,dd.dddd,NA,-122.6130,dd.dddd,NA,NA,NA,N,2003-MAY-17,2003,MAY,17,Beach or Land,NA,NA,Fresh Dead,N,2003-MAY-17,2003,MAY,17,Fresh Dead,N,Female,Adult,138,cm,actual,37.5,kg,2003-JUL-24,2003,JUL,24,"Raverty, Gaydos, Norman, Fleetwood",NA,Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,NA,NA,-1.95E+14,4.81E+14
Island,NW-2003-1000783,WIC051303SD,,03NWR05010,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,"WSU Island County Beachwatchers,",NAS Whidbey,NAS Whidbey,NW,United States,Whidbey Island,WA,Puget Sound,Fort Casey State Park,48.15740,dd.dddd,NA,-122.6814,dd.dddd,NA,NA,NA,N,2003-MAY-13,2003,MAY,13,Beach or Land,NA,NA,Fresh Dead,N,2003-MAY-13,2003,MAY,13,Fresh Dead,N,Male,Adult,154,cm,actual,55,kg,2003-JUL-24,2003,JUL,24,"Raverty, Gaydos, Norman, Fleetwood",NA,Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,NA,NA,-1.95E+14,4.81E+14
Island,NW-2003-1002179,WIA112403MJA,,03NWR11011,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,"WSU Island County Beachwatchers,",NAS Whidbey,NAS Whidbey,NW,United States,Whidbey Island,WA,Puget Sound,near Oak Harbor,48.27600,dd.dddd,N,-122.6582,dd.dddd,N,NA,NA,N,2003-NOV-23,2003,NOV,23,Beach or Land,NA,NA,Fresh Dead,N,2003-NOV-24,2003,NOV,24,Fresh Dead,N,Male,Calf,43,in,actual,35,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,NA,NA,-1.95E+14,4.81E+14
Island,NW-2003-1028453,03-IS-160,,03NWR05033,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,WSU Island Co. Beachwatchers MMSN,NAS Whidbey,NAS Whidbey,NW,United States,Whidbey Island,WA,Puget Sound,West Beach,48.29800,dd.dddd,NA,-122.7265,dd.dddd,NA,NA,NA,CBD,2003-MAY-12,2003,MAY,12,Floating,NA,NA,Condition Unknown,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,in,estimate,NA,NA,NA,NA,NA,NA,NA,carcass not collected,Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,NA,NA,-1.95E+14,4.81E+14
Pacific,NW-2003-1001069,CRC-490,,03NWR06005,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,United States,Long Beach,WA,Pacific Ocean,NA,46.36399,dd.dddd,NA,-124.0651,dd.dddd,NA,NA,N,N,2003-JUN-02,2003,JUN,2,Floating,NA,NA,Fresh Dead,N,2003-JUN-02,2003,JUN,2,Fresh Dead,N,Male,Adult,146,cm,actual,39,kg,2003-JUL-22,2003,JUL,22,"Raverty, Gaydos, Norman, Fleetwood",was CT scanned on 7/20/03,Harbor porpoise,WA_Coast,4.65E+14,-1.24E+14,NA,NA,-1.24E+14,4.65E+14
San Juan,NW-2003-1001906,2003-SJ038,,03NWR07071,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,Whale Museum,Whale Museum,NW,United States,Orcas Island,WA,President's Channel,North Beach,48.71100,dd.dddd,N,-122.9325,dd.dddd,N,NA,NA,CBD,2003-JUL-28,2003,JUL,28,Beach or Land,NA,NA,Fresh Dead,N,2003-JUL-28,2003,JUL,28,Fresh Dead,N,Female,Calf,84.4,cm,actual,NA,NA,NA,NA,NA,NA,Raverty and Gaydos,NA,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,NA,NA,-1.23E+14,4.85E+14
San Juan,NW-2003-1000785,2003-SJ009,,03NWR05012,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,R. Osborne,Whale Museum,Whale Museum,NW,United States,San Juan Island,WA,Puget Sound,"Eagle Point, West side of island",48.45810,dd.dddd,NA,-123.0368,dd.dddd,NA,NA,NA,N,2003-MAY-20,2003,MAY,20,Floating,NA,NA,Fresh Dead,Y,2003-MAY-20,2003,MAY,20,Fresh Dead,N,Male,Subadult,123,cm,actual,30,kg,2003-JUL-23,2003,JUL,23,"Raverty, Gaydos, Norman, Fleetwood",CT scanned 7/20/03,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,NA,NA,-1.23E+14,4.85E+14
San Juan,NW-2003-1000779,2003-SJ008,,03NWR05006,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,Whale Museum,Whale Museum,NW,United States,San Juan Island,WA,Puget Sound,South Beach,48.45770,dd.dddd,NA,-123.0172,dd.dddd,NA,NA,NA,CBD,2003-MAY-05,2003,MAY,5,Beach or Land,NA,NA,Moderate Decomposition,N,2003-MAY-05,2003,MAY,5,Moderate Decomposition,N,Female,Adult,152,cm,actual,48.5,kg,2003-JUL-23,2003,JUL,23,"Raverty, Gaydos, Norman, Fleetwood",was CT scanned on 7/20/03,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,NA,NA,-1.23E+14,4.85E+14
San Juan,NW-2003-1002228,2003-SJ020,,03NWR05046,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,J. Knight,Whale Museum,Whale Museum,NW,United States,Lopez Island,WA,Haro Strait,Flint Beach,48.42090,dd.dddd,NA,-122.8706,dd.dddd,NA,NA,NA,CBD,2003-MAY-25,2003,MAY,25,Beach or Land,NA,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,in,estimate,NA,NA,NA,NA,NA,NA,NA,scavenged,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,NA,NA,-1.23E+14,4.85E+14
San Juan,NW-2003-1000774,2003-SJ006,,03NWR05001,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,Whale Museum,Whale Museum,NW,United States,Shaw Island,WA,Puget Sound,floating off Neck Point,48.58700,dd.dddd,NA,-123.0166,dd.dddd,NA,NA,NA,CBD,2003-MAY-02,2003,MAY,2,Floating,NA,NA,Fresh Dead,N,2003-MAY-02,2003,MAY,2,Fresh Dead,N,Female,Unid,136,cm,actual,39,kg,2003-JUL-23,2003,JUL,23,"Raverty, Gaydos, Norman, Fleetwood",was CT scanned 7/20/03,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,NA,NA,-1.23E+14,4.85E+14
San Juan,NW-2003-1000778,2003-SJ007,Confirmed,03NWR05005,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,R. Osborne,Whale Museum,Whale Museum,NW,United States,San Juan Island,WA,Puget Sound,Jackson Beach,48.51960,dd.dddd,NA,-123.0100,dd.dddd,NA,NA,NA,Y,2003-MAY-04,2003,MAY,4,Beach or Land,NA,NA,Moderate Decomposition,N,2003-MAY-05,2003,MAY,5,Moderate Decomposition,N,Unid,Subadult,126,cm,actual,33.5,kg,2004-JUL-24,2004,JUL,24,"Raverty, Gaydos, Norman, Fleetwood",NA,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,NA,NA,-1.23E+14,4.85E+14
Skagit,NW-2003-1000653,MBHPp03-001,,03NWR03001,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,B. Hanson,NMFS West Coast Region - Seattle,NMFS West Coast Region - Seattle,NW,United States,Samish Island,WA,Puget Sound,SE side of island,48.56880,dd.dddd,NA,-122.4899,dd.dddd,NA,NA,NA,N,2003-MAR-07,2003,MAR,7,Beach or Land,NA,NA,Fresh Dead,N,2003-MAR-09,2003,MAR,9,Fresh Dead,NA,Female,Adult,65,in,estimate,NA,kg,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.84E+14,-12236686604,NA,NA,-12236686604,4.84E+14
Whatcom,NW-2003-1001442,MBHPp03730,,03NWR07038,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Stephen Raverty,NMFS West Coast Region - Seattle,NMFS West Coast Region - Seattle,NW,United States,Bellingham,WA,Puget Sound,Cherry Point,48.86160,dd.dddd,N,-122.7485,dd.dddd,N,NA,NA,N,2003-JUL-29,2003,JUL,29,Beach or Land,NA,NA,Alive,N,2003-JUL-29,2003,JUL,29,Fresh Dead,N,Female,Calf,84.5,cm,actual,85.5,kg,2003-AUG-04,2003,AUG,4,"Raverty, S. and Norman, S",NA,Harbor porpoise,Inland_WA,4.88E+13,-12255363235,NA,NA,-12255363235,4.88E+13
Grays Harbor,,CRC-489,,,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,United States,,WA,Pacific Ocean,"N, S Ocean City",47.03795,dd.dddd,actual,-124.1760,dd.dddd,actual,GPS,N,CBD,2003-MAY-23,2003,MAY,23,Beach or Land,NA,NA,Advanced Decomposition,N,2003-MAY-23,2003,MAY,23,Advanced Decomposition,Y,Male,Unid,149,cm,actual,NA,NA,NA,NA,NA,NA,NA,Most of head and right anterior eaten. Tips of flippers and fluke gone. Bones showing through carcass. Carcass severely rotted and well-picked at.,Harbor porpoise,WA_Coast,,,,,,
Clallam,NW-2004-1028421,DNG04001,,04NWR05012,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,USFWS,USFWS,NW,United States,Dungeness Spit NWR,WA,Strait of Juan de Fuca,Dungeness Spit,48.17920,dd.dddd,NA,-123.1209,dd.dddd,NA,NA,NA,CBD,2004-MAY-17,2004,MAY,17,Beach or Land,NA,NA,Moderate Decomposition,N,2004-MAY-17,2004,MAY,17,Moderate Decomposition,N,Unid,Adult,177,cm,actual,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Grays Harbor,NW-2004-1042829,WDFW0704-03,,04NWR07099,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,Washington Department of Fish and Wildlife,Washington Department of Fish and Wildlife,NW,United States,Westport,WA,Pacific Ocean,1/2 mile S. of the bonge beach access,46.84912,dd.dddd,NA,-124.1128,dd.dddd,NA,NA,N,N,2004-JUL-10,2004,JUL,10,Beach or Land,NA,NA,Fresh Dead,N,2004-JUL-11,2004,JUL,11,Fresh Dead,N,Male,Unid,87.5,cm,actual,9,kg,2004-JUL-11,2004,JUL,11,Dyanna Lambourn and CRC,Additional identifier: CRC-514,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,NA,NA,-1.24E+14,4.71E+14
Island,NW-2004-1039928,WIE091204EL,,04NWR09013,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,WSU Island Co. Beachwatchers MMSN,NAS Whidbey,NAS Whidbey,NW,United States,Whidbey Island,WA,Puget Sound,near Bush Point Lighthouse,48.03040,dd.dddd,NA,-122.6071,dd.dddd,NA,NA,NA,CBD,2004-SEP-13,2004,SEP,13,Beach or Land,NA,NA,Advanced Decomposition,N,2004-SEP-12,2004,SEP,12,Advanced Decomposition,N,Unid,Subadult,54,in,estimate,NA,NA,NA,NA,NA,NA,NA,quite a bit of scavenging,Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,NA,NA,-1.95E+14,4.81E+14
Island,NW-2004-1039921,WIC082904SB,,04NWR08032,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,WSU Island Co. Beachwatchers MMSN,NAS Whidbey,NAS Whidbey,NW,United States,Whidbey Island,WA,Puget Sound,Keystone Spit,48.15740,dd.dddd,NA,-122.6710,dd.dddd,NA,NA,NA,N,2004-AUG-29,2004,AUG,29,Beach or Land,NA,NA,Fresh Dead,N,2004-AUG-29,2004,AUG,29,Fresh Dead,N,Female,Subadult,44,in,estimate,50,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,NA,NA,-1.95E+14,4.81E+14
Island,NW-2004-1028244,WIA042504MJA,,04NWR04007,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,"WSU Island County Beachwatchers,",NAS Whidbey,NAS Whidbey,NW,United States,Whidbey Island,WA,Puget Sound,Rocky Point area,48.32840,dd.dddd,NA,-122.7000,dd.dddd,NA,NA,NA,N,2004-APR-24,2004,APR,24,Beach or Land,NA,NA,Fresh Dead,N,2004-APR-25,2004,APR,25,Moderate Decomposition,N,Male,Unid,50,in,estimate,60,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,NA,NA,-1.95E+14,4.81E+14
Jefferson,NW-2004-1031319,CRC-526,,04NWR07006,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Cascadia Research,Olympic National Park,Olympic National Park,NW,United States,Forks,WA,Pacific Ocean,N end of Kalaloch Beach,47.65428,dd.dddd,actual,-124.3921,dd.dddd,actual,GPS,NA,CBD,2004-JUL-19,2004,JUL,19,Beach or Land,NA,NA,Moderate Decomposition,N,2004-JUL-21,2004,JUL,21,Moderate Decomposition,N,Female,Adult,164,cm,actual,150,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.78E+14,-1.24E+14,0.235391658,NA,-124,4.78E+14
Pacific,NW-2004-1043923,WDFW1004-12,,04NWR10070,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,Washington Department of Fish and Wildlife,Washington Department of Fish and Wildlife,NW,United States,Long Beach,WA,Pacific Ocean,Klipsan Beach,46.46539,dd.dddd,actual,-124.0604,dd.dddd,NA,GPS,N,CBD,2004-OCT-18,2004,OCT,18,NA,NA,NA,Moderate Decomposition,N,2004-OCT-20,2004,OCT,20,Moderate Decomposition,N,Female,Unid,113,cm,actual,45,kg,NA,NA,NA,NA,NA,"Report on 10/13/04 Stephanie Norman got call of a porpoise stranded at the Cranberry Beach Animal approach in Long Beach last night (still had umbilical cord? - could be intestines out). Pacific Co. sheriff's office said someone from state went to collect/examine it. Sent an email to Dyanna Lambourn to inquire if I knew anything about aniaml or response. I asked Cascadia and bruce Kauffman, WDFW Necotta and no one had respond. Was unknown if porpoise was still there. SJJ on 10/18/04 found decmopsing Juv. and at tide mark. Skin and blubber taken for genetics (Susan Chivers). Other not samples taken due to decomposition and lack of time.",Harbor porpoise,WA_Coast,4.65E+14,-1.24E+14,-0.062574013,NA,-124,4.65E+14
San Juan,NW-2004-1028408,2004-SJ001,,04NWR02008,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,R. Osborne,Whale Museum,Whale Museum,NW,United States,San Juan Island,WA,Puget Sound,Pt. Caution,48.56190,dd.dddd,NA,-123.0166,dd.dddd,NA,NA,NA,CBD,2004-FEB-21,2004,FEB,21,Floating,NA,NA,Advanced Decomposition,N,2004-FEB-21,2004,FEB,21,Advanced Decomposition,N,Unid,Adult,0,in,estimate,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,NA,NA,-1.23E+14,4.85E+14
San Juan,NW-2004-1049545,2004-SJ113,,04NWR03018,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,R. Osborne,Whale Museum,Whale Museum,NW,United States,Lopez Island,WA,Strait of Juan de Fuca,Jones Bay,48.44990,dd.dddd,actual,-122.8963,dd.dddd,actual,Map,N,CBD,2004-MAR-05,2004,MAR,5,Beach or Land,NA,NA,Fresh Dead,N,2005-MAR-05,2005,MAR,5,Fresh Dead,N,Male,Calf,85,cm,actual,NA,NA,2005-AUG-15,2005,AUG,15,"Gaydos, J.",NA,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,-0.914201438,NA,-122,4.85E+14
San Juan,NW-2004-1028422,2004-SJ013,,04NWR05013,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,Whale Museum,Whale Museum,NW,United States,San Juan Island,WA,Puget Sound,Grandmas Cove,48.45930,dd.dddd,NA,-123.0240,dd.dddd,NA,NA,NA,CBD,2004-MAY-17,2004,MAY,17,Beach or Land,NA,NA,Advanced Decomposition,N,2004-MAY-17,2004,MAY,17,Advanced Decomposition,N,Unid,Adult,0,in,estimate,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,NA,NA,-1.23E+14,4.85E+14
San Juan,NW-2004-1028412,2004-SJ005,,04NWR04012,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,Whale Museum,Whale Museum,NW,United States,San Juan Island,WA,Puget Sound,Friday Harbor labs,48.54540,dd.dddd,NA,-123.0133,dd.dddd,NA,NA,NA,CBD,2004-APR-13,2004,APR,13,Beach or Land,NA,NA,Moderate Decomposition,N,2004-APR-15,2004,APR,15,Moderate Decomposition,N,Male,Yearling,40,in,estimate,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,NA,NA,-1.23E+14,4.85E+14
San Juan,NW-2004-1042671,2004-SJ069,,04NWR07095,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,J. Knight,Whale Museum,Whale Museum,NW,United States,Lopez Island,WA,Puget Sound,Otis Perkins Park,48.50550,dd.dddd,NA,-122.9347,dd.dddd,NA,NA,N,CBD,2004-JUL-30,2004,JUL,30,Beach or Land,NA,NA,Fresh Dead,N,2004-JUL-30,2004,JUL,30,Fresh Dead,N,Unid,Calf,0,in,estimate,NA,NA,NA,NA,NA,NA,NA,neonate; will be necropsied at later date,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,NA,NA,-1.23E+14,4.85E+14
Clallam,NW-2005-1047153,OLYM-2005-007,,05NWR07027,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Park Ranger,Olympic National Park,Olympic National Park,NW,United States,Kalaloch,WA,Pacific Ocean,South Beach campground,47.56704,dd.dddd,NA,-124.3632,dd.dddd,NA,NA,N,CBD,2005-JUL-22,2005,JUL,22,Beach or Land,NA,NA,Fresh Dead,N,2005-JUL-22,2005,JUL,22,Fresh Dead,N,Male,Calf,36,in,estimate,20,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2005-1044157,05-CM-033,,05NWR05001,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,United States,Port Angeles,WA,Strait of Juan de Fuca,West of Mouth of Elwha,48.14330,dd.dddd,actual,-123.5716,dd.dddd,actual,GPS,N,CBD,2005-MAY-04,2005,MAY,4,Beach or Land,NA,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,in,estimate,NA,NA,NA,NA,NA,NA,NA,only skeleton and some flesh left (heavily scavenged),Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-1.196525701,NA,-123,4.82E+14
Clallam,NW-2005-1044063,05-CM-032,,05NWR04005,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,United States,Port Angeles,WA,Strait of Juan de Fuca,100 m W of Morse Creek,48.11680,dd.dddd,NA,-123.3560,dd.dddd,NA,NA,N,CBD,2005-APR-25,2005,APR,25,Beach or Land,NA,NA,Moderate Decomposition,N,2005-APR-26,2005,APR,26,Moderate Decomposition,N,Female,Adult,156,cm,actual,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2005-1044533,05-CM-046,,05NWR05011,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,United States,Port Angeles,WA,Strait of Juan de Fuca,W side of Ediz Hook,48.13570,dd.dddd,NA,-123.4675,dd.dddd,NA,NA,N,CBD,2005-MAY-12,2005,MAY,12,Beach or Land,NA,NA,Fresh Dead,N,2005-MAY-12,2005,MAY,12,Fresh Dead,N,Male,Subadult,130,cm,actual,100,kg,2005-JUN-02,2005,JUN,2,Raverty and Norman,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2005-1044535,05-CM-047,,05NWR05012,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,USFWS,USFWS,NW,United States,Dungeness Spit NWR,WA,Strait of Juan de Fuca,NA,48.17790,dd.dddd,NA,-123.1243,dd.dddd,NA,NA,N,N,2005-MAY-20,2005,MAY,20,Beach or Land,NA,NA,Fresh Dead,N,2005-MAY-21,2005,MAY,21,Fresh Dead,N,Male,Subadult,132,cm,actual,80,lb,2005-JUN-02,2005,JUN,2,Raverty and Norman,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2005-1044737,MBHPp6405,,05NWR06002,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,citizen caller,Quileute Tribe,NW,United States,LaPush,WA,Pacific Ocean,1st Beach,47.90349,dd.dddd,NA,-124.6337,dd.dddd,NA,NA,N,CBD,2005-MAY-30,2005,MAY,30,Beach or Land,NA,NA,Moderate Decomposition,N,2005-JUN-04,2005,JUN,4,Moderate Decomposition,N,Male,Adult,57,in,estimate,NA,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Grays Harbor,NW-2005-1048201,05-GH-088,,05NWR08027,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Park Ranger,citizen caller,citizen caller,NW,United States,Copalis,WA,Pacific Ocean,Pacific Beach SP; Copalis Rocks,47.14935,dd.dddd,NA,-124.1914,dd.dddd,NA,NA,N,CBD,2005-AUG-23,2005,AUG,23,NA,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,cm,estimate,NA,NA,NA,NA,NA,NA,NA,could not find carcass to examine,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,NA,NA,-1.24E+14,4.71E+14
Grays Harbor,NW-2005-1044877,CRC-560,,05NWR06003,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,United States,Ocean Shores,WA,Pacific Ocean,NA,46.99619,dd.dddd,NA,-124.1746,dd.dddd,NA,NA,N,CBD,2005-JUN-03,2005,JUN,3,Beach or Land,NA,NA,Moderate Decomposition,N,2005-JUN-03,2005,JUN,3,Moderate Decomposition,N,Female,Adult,125,cm,actual,NA,NA,NA,NA,NA,NA,NA,picked up and transferred to B. Hanson (NWFSC) for later necropsy,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,NA,NA,-1.24E+14,4.71E+14
Grays Harbor,NW-2005-1054481,CRC685,,05NWR08116,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,United States,Ocean Shores,WA,Pacific Ocean,Ocean Lake Way,46.98314,dd.dddd,NA,-124.1748,dd.dddd,NA,NA,N,CBD,2005-AUG-11,2005,AUG,11,Beach or Land,NA,NA,Fresh Dead,N,2005-AUG-12,2005,AUG,12,Fresh Dead,N,Unid,Unid,48,in,estimate,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,NA,NA,-1.24E+14,4.71E+14
Island,NW-2005-1048195,05Pp18AugWI-01,,05NWR08026,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Volunteer Organization,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,Bush Point,48.03170,dd.dddd,NA,-122.6072,dd.dddd,NA,NA,N,CBD,2005-AUG-18,2005,AUG,18,Beach or Land,NA,NA,Fresh Dead,N,2005-AUG-18,2005,AUG,18,Fresh Dead,N,Male,Calf,95,cm,actual,11.4,kg,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,NA,NA,-1.95E+14,4.81E+14
